RIL_1.02,RIL_360
RIL_288.03,RIL_360
RIL_360.01,RIL_360
RIL_360.04,RIL_360
RIL_360.07,RIL_360
RIL_360.09,RIL_360
RIL_360.10,RIL_360
RIL_360.11,RIL_360
RIL_360.12,RIL_360
RIL_103.01,RIL_103
RIL_103.04,RIL_103
RIL_103.09,RIL_103
RIL_259.03,RIL_103
RIL_285.08,RIL_103
RIL_285.11,RIL_103
RIL_201.02,RIL_103 (contaminated?)
RIL_212.02,RIL_290
RIL_290.01,RIL_290
RIL_290.04,RIL_290
RIL_290.07,RIL_290
RIL_290.10,RIL_290
RIL_290.12,RIL_290
RIL_36.03,RIL_290
RIL_267.07,RIL_182+RIL_290
RIL_73.07,RIL_182+RIL_290
RIL_103.02,RIL_201
RIL_201.01,RIL_201
RIL_201.04,RIL_201
RIL_201.07,RIL_201
RIL_201.08,RIL_201
RIL_201.09,RIL_201
RIL_201.10,RIL_201
RIL_201.11,RIL_201
RIL_103.03,RIL_259
RIL_182.10,RIL_259
RIL_259.02,RIL_259
RIL_259.04,RIL_259
RIL_259.08,RIL_259
RIL_259.09,RIL_259
RIL_259.10,RIL_259
RIL_259.12,RIL_259
RIL_36.07,RIL_259
RIL_103.07,RIL_255
RIL_255.01,RIL_255
RIL_255.04,RIL_255
RIL_255.09,RIL_255
RIL_255.10,RIL_255
RIL_277.03,RIL_255
RIL_70.11,RIL_255-related (SIGCON)
RIL_363.02,RIL_255-related (SIGCON)
RIL_103.08,RIL_285 (seg A02)
RIL_285.01,RIL_285 (seg A02)
RIL_285.04,RIL_285 (seg A02)
RIL_285.12,RIL_285 (seg A02)
RIL_7.07,RIL_285 (seg A02)
RIL_80.11,RIL_285 (seg A02) (contaminated?)
RIL_347.10,RIL_68/RIL_347-related (SIGCON)
RIL_103.11,RIL_113+RIL_285
RIL_113.01,RIL_113
RIL_113.03,RIL_113
RIL_113.08,RIL_113
RIL_113.10,RIL_113
RIL_113.12,RIL_113
RIL_265.03,RIL_113
RIL_284.07,RIL_113
RIL_328.01,RIL_113
RIL_328.12,RIL_113
RIL_198.02,RIL_113 (contaminated?)
RIL_113.11,RIL_113
RIL_123.01,RIL_123
RIL_123.02,RIL_123
RIL_123.03,RIL_123
RIL_123.09,RIL_123
RIL_373.07,RIL_123
RIL_240.11,RIL_123-related (SIGCON)
RIL_270.04,RIL_113-related (SIGCON)
RIL_1.03,RIL_143
RIL_143.01,RIL_143
RIL_143.04,RIL_143
RIL_143.07,RIL_143
RIL_143.10,RIL_143
RIL_143.12,RIL_143
RIL_344.11,RIL_143 (contaminated?)
RIL_39.02,RIL_143 (contaminated?)
RIL_147.11,RIL_143-related (SIGCON)
RIL_104.03,RIL_251
RIL_251.01,RIL_251
RIL_251.04,RIL_251
RIL_251.12,RIL_251
RIL_251.10,RIL_251-related (SIGCON)
RIL_229.10,RIL_251-related (SIGCON)
RIL_104.04,RIL_104
RIL_104.07,RIL_104
RIL_104.10,RIL_104
RIL_104.11,RIL_104
RIL_104.12,RIL_104
RIL_251.03,RIL_104
RIL_206.03,RIL_104-related (SIGCON)
RIL_1.04,RIL_1
RIL_1.07,RIL_1
RIL_1.11,RIL_1
RIL_1.12,RIL_1
RIL_193.09,RIL_1
RIL_360.02,RIL_1
RIL_73.03,RIL_1
RIL_1.10,RIL_1 (contaminated?)
RIL_1.09,RIL_193
RIL_193.01,RIL_193
RIL_193.03,RIL_193
RIL_193.04,RIL_193
RIL_193.07,RIL_193
RIL_193.10,RIL_193
RIL_193.12,RIL_193
RIL_193.11,RIL_193
RIL_325.02,RIL_193-related (SIGCON)
RIL_9.02,RIL_193-related (SIGCON)
RIL_184.01,RIL_184
RIL_184.03,RIL_184
RIL_184.04,RIL_184
RIL_184.12,RIL_184
RIL_184.07,RIL_184
RIL_184.11,RIL_184
RIL_113.02,RIL_136 (seg A01)
RIL_136.01,RIL_136 (seg A01)
RIL_136.04,RIL_136 (seg A01)
RIL_136.08,RIL_136 (seg A01)
RIL_136.10,RIL_136 (seg A01)
RIL_136.11,RIL_136 (seg A01)
RIL_329.07,RIL_136 (seg A01)
RIL_136.12,RIL_136 (seg A01)
RIL_89.03,RIL_136 (seg A01)
RIL_113.07,RIL_281+RIL_303
RIL_166.11,RIL_281
RIL_265.02,RIL_281
RIL_281.01,RIL_281
RIL_281.04,RIL_281
RIL_281.09,RIL_281
RIL_281.10,RIL_281
RIL_281.12,RIL_281
RIL_146.07,RIL_228
RIL_164.07,RIL_228
RIL_215.03,RIL_228
RIL_228.01,RIL_228
RIL_228.04,RIL_228
RIL_228.09,RIL_228
RIL_228.10,RIL_228
RIL_228.11,RIL_228
RIL_228.12,RIL_228
RIL_242.02,RIL_228
RIL_115.01,RIL_115
RIL_115.04,RIL_115
RIL_115.08,RIL_115
RIL_115.11,RIL_115
RIL_IMB211.02,RIL_115
RIL_115.03,RIL_115 (contaminated?)
RIL_115.10,RIL_115 (contaminated?)
RIL_337.04,RIL_115-related (SIGCON)
RIL_235.10,(SIGCON)
RIL_124.10,(SIGCON)
RIL_277.10,(SIGCON)
RIL_12.01,RIL_12/RIL_261 (A: het region on A01)
RIL_12.03,RIL_12/RIL_261 (A: het region on A01)
RIL_12.09,RIL_12/RIL_261 (A: het region on A01)
RIL_12.10,RIL_12/RIL_261 (A: het region on A01)
RIL_12.12,RIL_12/RIL_261 (A: het region on A01)
RIL_256.07,"RIL_12/RIL_261 (B: NO het region on A01) (based on contam patterns, this is probably 12)"
RIL_261.01,RIL_12/RIL_261 (B: NO het region on A01)
RIL_261.03,RIL_12/RIL_261 (B: NO het region on A01)
RIL_261.04,RIL_12/RIL_261 (B: NO het region on A01)
RIL_261.08,RIL_12/RIL_261 (B: NO het region on A01)
RIL_261.09,RIL_12/RIL_261 (B: NO het region on A01)
RIL_261.10,RIL_12/RIL_261 (B: NO het region on A01)
RIL_261.11,RIL_12/RIL_261 (B: NO het region on A01)
RIL_261.12,RIL_12/RIL_261 (B: NO het region on A01)
RIL_328.07,RIL_12/RIL_261 (B: NO het region on A01)
RIL_31.11, RIL_12/RIL_261 (contaminated)
RIL_12.02, RIL_12/RIL_261 (contaminated)
RIL_12.08, RIL_12/RIL_261 (contaminated)
RIL_12.04,RIL_198
RIL_198.01,RIL_198
RIL_198.07,RIL_198
RIL_198.08,RIL_198
RIL_198.09,RIL_198
RIL_198.10,RIL_198
RIL_198.11,RIL_198
RIL_198.12,RIL_198
RIL_376.02,RIL_198
RIL_198.04,RIL_198 (contaminated?)
RIL_12.07,RIL_284
RIL_166.03,RIL_284
RIL_223.11,RIL_284
RIL_282.12,RIL_284
RIL_284.01,RIL_284
RIL_284.04,RIL_284
RIL_284.10,RIL_284
RIL_282.01,RIL_282
RIL_282.03,RIL_282
RIL_282.04,RIL_282
RIL_282.07,RIL_282
RIL_284.02,RIL_284 (contaminated?)
RIL_284.08,RIL_284 (contaminated?)
RIL_250.02,RIL_284-related (SIGCON)
RIL_282.11,RIL_282 (very low coverage)
RIL_53.10,(SIGCON)
RIL_12.11,RIL_341
RIL_341.02,RIL_341
RIL_341.03,RIL_341
RIL_341.04,RIL_341
RIL_341.07,RIL_341
RIL_341.10,RIL_341
RIL_341.12,RIL_341
RIL_341.08,RIL_341 (contaminated?)
RIL_341.09,RIL_341 (contaminated?)
RIL_123.07,"RIL_331/RIL_339/RIL_18 (based on contamination pattern , this is probably RIL_331)"
RIL_18.04,RIL_331/RIL_339/RIL_18
RIL_18.10,RIL_331/RIL_339/RIL_18
RIL_270.03,RIL_331/RIL_339/RIL_18
RIL_270.09,RIL_331/RIL_339/RIL_18
RIL_303.02,RIL_331/RIL_339/RIL_18
RIL_331.01,RIL_331/RIL_339/RIL_18
RIL_331.04,RIL_331/RIL_339/RIL_18
RIL_331.09,RIL_331/RIL_339/RIL_18
RIL_331.11,RIL_331/RIL_339/RIL_18
RIL_331.12,RIL_331/RIL_339/RIL_18
RIL_339.01,RIL_331/RIL_339/RIL_18
RIL_339.07,RIL_331/RIL_339/RIL_18
RIL_339.08,RIL_331/RIL_339/RIL_18
RIL_339.11,RIL_331/RIL_339/RIL_18
RIL_339.12,RIL_331/RIL_339/RIL_18
RIL_206.02,RIL_331/RIL_339/RIL_18 (contaminated?)
RIL_215.11,RIL_331/RIL_339/RIL_18 (contaminated?)
RIL_166.02,RIL_331/RIL_339/RIL_18-related (SIGCON)
RIL_53.02,RIL_331/RIL_339/RIL_18-related (SIGCON)
RIL_123.11,RIL_175
RIL_175.01,RIL_175
RIL_175.03,RIL_175
RIL_175.04,RIL_175
RIL_175.08,RIL_175
RIL_175.12,RIL_175
RIL_80.02,RIL_175
RIL_243.10,RIL_175 (contaminated?)
RIL_124.01,RIL_124
RIL_124.04,RIL_124
RIL_124.08,RIL_124
RIL_124.11,RIL_124
RIL_124.12,RIL_124
RIL_357.11,RIL_46
RIL_46.01,RIL_46
RIL_46.04,RIL_46
RIL_46.07,RIL_46
RIL_46.08,RIL_46
RIL_46.10,RIL_46
RIL_46.12,RIL_46
RIL_46.02,RIL_46 (contaminated?)
RIL_131.01,RIL_131
RIL_131.03,RIL_131
RIL_131.04,RIL_131
RIL_131.07,RIL_131
RIL_131.09,RIL_131
RIL_131.11,RIL_131
RIL_131.02,RIL_9-related (SIGCON)
RIL_359.07,RIL_9
RIL_9.03,RIL_9
RIL_9.04,RIL_9
RIL_9.08,RIL_9
RIL_9.09,RIL_9
RIL_9.11,RIL_9
RIL_9.12,RIL_9
RIL_136.07,RIL_242
RIL_228.02,RIL_242
RIL_242.01,RIL_242
RIL_242.04,RIL_242
RIL_242.08,RIL_242
RIL_242.09,RIL_242
RIL_242.11,RIL_242
RIL_242.12,RIL_242
RIL_242.10,RIL_242-related (SIGCON)
RIL_143.02,RIL_229-related (SIGCON)
RIL_229.01,RIL_229
RIL_229.04,RIL_229
RIL_229.12,RIL_229
RIL_229.11,RIL_229
RIL_176.07,RIL_76+RIL_229
RIL_143.11,RIL_147
RIL_147.01,RIL_147
RIL_147.03,RIL_147
RIL_147.07,RIL_147
RIL_147.08,RIL_147
RIL_147.10,RIL_147
RIL_294.09,RIL_147
RIL_93.04,RIL_147 (contaminated?)
RIL_346.02,RIL_147 (contaminated?)
RIL_147.12,RIL_147-related (SIGCON)
RIL_146.02,RIL_213
RIL_18.03,RIL_213
RIL_213.04,RIL_213
RIL_213.07,RIL_213
RIL_213.08,RIL_213
RIL_213.10,RIL_213
RIL_213.11,RIL_213
RIL_213.12,RIL_213
RIL_2.01,RIL_2
RIL_2.11,RIL_2
RIL_2.12,RIL_2
RIL_290.09,RIL_2
RIL_42.02,RIL_2
RIL_30.04,RIL_2-related (SIGCON)
RIL_146.03,RIL_190
RIL_190.01,RIL_190
RIL_190.04,RIL_190
RIL_190.07,RIL_190
RIL_190.11,RIL_190
RIL_190.12,RIL_190
RIL_380.02,RIL_190 (contaminated?)
RIL_146.04,RIL_146
RIL_146.08,RIL_146
RIL_146.11,RIL_146
RIL_146.12,RIL_146
RIL_190.03,RIL_146
RIL_146.09,RIL_146
RIL_2.07,RIL_146+ÀRIL_164?
RIL_311.10,(SIGCON)
RIL_146.10,(SIGCON)
RIL_147.02,RIL_346-related (SIGCON)
RIL_346.01,RIL_346
RIL_346.03,RIL_346
RIL_346.04,RIL_346
RIL_346.09,RIL_346
RIL_346.10,RIL_346
RIL_346.12,RIL_346
RIL_IMB211.07,RIL_346
RIL_234.11,RIL_346-related (SIGCON)
RIL_147.04,(SIGCON)
RIL_147.09,RIL_294
